question_id,category,question,reference_answer,gold_chunk_ids,source_doc_ids,scheme_names,bridge_entity,evidence_snippets,automatic_checks,second_review_required,status,reviewer,question_natural,category_correct,answer_supported,gold_chunks_correct,scheme_documents_correct,bridge_valid,two_chunk_necessity,lexical_leakage_acceptable,schema_leakage_absent,boilerplate_absent,duplicate_intent,rationale,second_reviewer,second_reviewer_decision,second_reviewer_rationale
q_0063,entity_relation,How are Coconut Palm Insurance Scheme and Integrated Scheme on Agriculture Cooperation related through ministry of agriculture and farmers welfare?,"The “Coconut Palm Insurance Scheme (CPIS)” is being implemented by the Coconut Development Board, Ministry of Agriculture and Farmers Welfare, Government of India with the objective of insuring coconut palms against natural calamities, climatic risks, pests, diseases, and other perils. Additionally, The Integrated Scheme on Agriculture Cooperation (ISAC) is a Central Sector Scheme of the Ministry of Agriculture and Farmers Welfare, Government of India. It is being implemented through the National Cooperative Development Corporation (NCDC).","[""chunk_1ec7678d"", ""chunk_d9da9692""]","[""doc_b04e3412e5e8"", ""doc_3c777e109b38""]","[""Coconut Palm Insurance Scheme"", ""Integrated Scheme on Agriculture Cooperation""]",ministry of agriculture and farmers welfare,"[""Scheme: Coconut Palm Insurance Scheme Ministry: Ministry Of Agriculture and Farmers Welfare Department: Department of Agriculture & Farmers Welfare Implementing agency: Coconut Development Board Level: Central Scheme type: Centrally Sponsored Scheme Target beneficiaries: Individual Overview The “Coconut Palm Insurance Scheme (CPIS)” is being implemented by the Coconut Development Board, Ministry of Agriculture and Farmers Welfare, Government of India with the objective of insuring coconut palms "", ""Scheme: Integrated Scheme on Agriculture Cooperation Ministry: Ministry Of Agriculture and Farmers Welfare Department: Department of Agriculture and Cooperation Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview The Integrated Scheme on Agriculture Cooperation (ISAC) is a Central Sector Scheme of the Ministry of Agriculture and Farmers Welfare, Government of India. It is being implemented through the National Cooperative Development Corporation (NCDC). De""]","{""gold_ids_resolve"": true, ""source_document_ids_resolve"": true, ""answer_exactly_supported"": true, ""two_chunks_for_cross_scheme"": true, ""question_intent_unique"": true, ""category_contract_passes"": true}",False,pending,,,,,,,,,,,,,,,,
q_0064,entity_relation,How are ICAR Senior Research Fellowship For Post-Graduate Studies In Agricultural Sciences and Indian Agricultural Research Institute - Scholarship related through department of agriculture research and education?,"ICAR awards a certain number of Senior Research Fellowships for Ph.D. in an Agricultural University (AU), in different disciplines of agriculture and allied sciences. This is done to encourage talented students to undertake higher agricultural education. Additionally, The Indian Agricultural Research Institute (IARI) Junior and Senior Scholarship shall be awarded to M.Sc. and Ph.D. students admitted under General Open Competition Scheme.","[""chunk_bb712328"", ""chunk_8fdc1298""]","[""doc_97925511123b"", ""doc_7ec23920bdd9""]","[""ICAR Senior Research Fellowship For Post-Graduate Studies In Agricultural Sciences"", ""Indian Agricultural Research Institute - Scholarship""]",department of agriculture research and education,"[""Scheme: ICAR Senior Research Fellowship For Post-Graduate Studies In Agricultural Sciences Ministry: Ministry Of Agriculture and Farmers Welfare Department: Department of Agriculture Research and Education Implementing agency: Indian Council Of Agricultural Research Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview ICAR awards a certain number of Senior Research Fellowships for Ph.D. in an Agricultural University (AU), in different disciplines of agricul"", ""Scheme: Indian Agricultural Research Institute - Scholarship Ministry: Ministry Of Agriculture and Farmers Welfare Department: Department of Agriculture Research and Education Level: Central Target beneficiaries: Individual Overview The Indian Agricultural Research Institute (IARI) Junior and Senior Scholarship shall be awarded to M.Sc. and Ph.D. students admitted under General Open Competition Scheme. Detailed description The Awards shall be made by the Dean and Joint Director (Education) of th""]","{""gold_ids_resolve"": true, ""source_document_ids_resolve"": true, ""answer_exactly_supported"": true, ""two_chunks_for_cross_scheme"": true, ""question_intent_unique"": true, ""category_contract_passes"": true}",False,pending,,,,,,,,,,,,,,,,
q_0065,entity_relation,How are Atal Pension Yojana and Pradhan Mantri Jan Dhan Yojana related through ministry of finance?,"Atal Pension Yojana (APY) is an old age income security scheme for a savings account holder in the age group of 18-40 years, who is not an income tax-payee. It helps to address longevity risks among workers in unorganized sector and encourages the workers to voluntarily save for retirement. Additionally, A National Mission for Financial Inclusion (NMFI), namely, Pradhan Mantri Jan Dhan Yojana (PMJDY) was launched by the Prime Minister across the country on 28th August, 2014. It envisages to provide universal banking services for every unbanked adult in the country.","[""chunk_b59233b2"", ""chunk_f65b5ba7""]","[""doc_05db0f32db65"", ""doc_3160f4e34490""]","[""Atal Pension Yojana"", ""Pradhan Mantri Jan Dhan Yojana""]",ministry of finance,"[""Scheme: Atal Pension Yojana Ministry: Ministry Of Finance Department: Department of Financial Service Implementing agency: Banks Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview Atal Pension Yojana (APY) is an old age income security scheme for a savings account holder in the age group of 18-40 years, who is not an income tax-payee. It helps to address longevity risks among workers in unorganized sector and encourages the workers to voluntarily save for"", ""Scheme: Pradhan Mantri Jan Dhan Yojana Ministry: Ministry Of Finance Department: Department of Financial Service Implementing agency: Banks Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview A National Mission for Financial Inclusion (NMFI), namely, Pradhan Mantri Jan Dhan Yojana (PMJDY) was launched by the Prime Minister across the country on 28th August, 2014. It envisages to provide universal banking services for every unbanked adult in the country. De""]","{""gold_ids_resolve"": true, ""source_document_ids_resolve"": true, ""answer_exactly_supported"": true, ""two_chunks_for_cross_scheme"": true, ""question_intent_unique"": true, ""category_contract_passes"": true}",True,pending,,,,,,,,,,,,,,,,
q_0066,entity_relation,How are Mission on Integrated Development of Horticulture- NHM and HMNEH and National Agriculture Insurance Scheme related through department of agriculture farmers welfare?,"The scheme aims to promote the holistic growth of the horticulture sector through production enhancement, productivity improvement, post-harvest management, processing, marketing support, skill development, and infrastructure creation for horticulture crops while augmenting farmers’ income. Additionally, The National Agriculture Insurance Scheme (NAIS) was introduced by the Government of India to provide comprehensive insurance coverage and financial support to farmers against crop losses due to natural calamities, pests, and diseases.","[""chunk_3a805dd7"", ""chunk_738d48a8""]","[""doc_f6381d86cd31"", ""doc_b50f142c4e89""]","[""Mission on Integrated Development of Horticulture- NHM and HMNEH"", ""National Agriculture Insurance Scheme""]",department of agriculture farmers welfare,"[""Scheme: Mission on Integrated Development of Horticulture- NHM and HMNEH Ministry: Ministry Of Agriculture and Farmers Welfare Department: Department of Agriculture & Farmers Welfare Implementing agency: State/UT Horticulture Department Level: Central Scheme type: Centrally Sponsored Scheme Target beneficiaries: Individual, Government Organisation, State Government, Registered Societies, Business Entity Overview The scheme aims to promote the holistic growth of the horticulture sector through pr"", ""Scheme: National Agriculture Insurance Scheme Ministry: Ministry Of Agriculture and Farmers Welfare Department: Department of Agriculture & Farmers Welfare Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Family, Individual Overview The National Agriculture Insurance Scheme (NAIS) was introduced by the Government of India to provide comprehensive insurance coverage and financial support to farmers against crop losses due to natural calamities, pests, and diseases. Detailed""]","{""gold_ids_resolve"": true, ""source_document_ids_resolve"": true, ""answer_exactly_supported"": true, ""two_chunks_for_cross_scheme"": true, ""question_intent_unique"": true, ""category_contract_passes"": true}",False,pending,,,,,,,,,,,,,,,,
q_0067,entity_relation,How are Indira Gandhi National Disability Pension Scheme and Mission Shakti related through primary health centre?,"Disability certificate:- Disability certificate (80% and More) issued from Chief Medical Officer, Community Health Centre or Primary Health Centre will be accepted. Additionally, k) Certificate of identity with photograph issued by a Gazetted Officer on official letterhead; l) Health Card issued by Primary Health Centre (PHC) or Government Hospital; m) Any other document specified by the State Government or Union Territory Administration 3.","[""chunk_7a28695d"", ""chunk_58030e7d""]","[""doc_e2868118e0af"", ""doc_cc6e316344d2""]","[""Indira Gandhi National Disability Pension Scheme"", ""Mission Shakti""]",primary health centre,"[""to by Gram Sabha / Ward Sabhas, Gram Panchayats / Municipalities the Verification Officer directly submits his recommendations to the Sanctioning Authority under intimation to the Gram Panchayat / Municipality. After receipt of applications which are verified and recommended by the Gram Sabha / Ward Committee / Area Sabha, the Sanctioning Authority convey approval to the applicant in the form of a Sanction Order with a copy to Gram Panchayat / Municipality concerned. The Sanctioning Authority is"", ""Representatives of Women SHG-Federations, Bank, Post office and District PMMVY Cell may also be invited to these meetings. MahilaSabha meetings may be held twice a year. In areas where MahilaSabhas are not in existence, the PMMVY Steering and Monitoring Committee at village-level may hold such a meeting by inviting community members. Evaluation NITI Aayog may do evaluation on the efficacy of PMMVY 2.0 and suggest mid-course corrections, if any, which will be reviewed and worked upon by MWCD. 7. ""]","{""gold_ids_resolve"": true, ""source_document_ids_resolve"": true, ""answer_exactly_supported"": true, ""two_chunks_for_cross_scheme"": true, ""question_intent_unique"": true, ""category_contract_passes"": true}",False,pending,,,,,,,,,,,,,,,,
q_0068,entity_relation,How are Mahatma Gandhi National Rural Employment Guarantee Act and National Family Benefit Scheme related through ministry of rural development?,"An employment scheme by the MoRD, providing provide at least 100 days of guaranteed wage employment in a financial year to every rural household whose adult members volunteer to do unskilled work. Any Indian citizen above the age of 18 years and residing in a rural area can apply to this scheme. Additionally, A family welfare scheme under the umbrella scheme ‘National Social Assistance Programme’ (NSAP) by MoRD. In this scheme, financial assistance is provided to the bereaved households in case of the death of the primary breadwinner irrespective of the cause of death.","[""chunk_74005926"", ""chunk_c237c610""]","[""doc_61963411b818"", ""doc_7b3642ec1151""]","[""Mahatma Gandhi National Rural Employment Guarantee Act"", ""National Family Benefit Scheme""]",ministry of rural development,"[""Scheme: Mahatma Gandhi National Rural Employment Guarantee Act Ministry: Ministry Of Rural Development Department: Department of Rural Development Implementing agency: Gram Panchayats (GPs) Level: Central Scheme type: Centrally Sponsored Scheme Target beneficiaries: Individual Overview An employment scheme by the MoRD, providing provide at least 100 days of guaranteed wage employment in a financial year to every rural household whose adult members volunteer to do unskilled work. Any Indian citiz"", ""Scheme: National Family Benefit Scheme Ministry: Ministry Of Rural Development Department: Department of Rural Development Level: Central Scheme type: Centrally Sponsored Scheme Target beneficiaries: Family Overview A family welfare scheme under the umbrella scheme ‘National Social Assistance Programme’ (NSAP) by MoRD. In this scheme, financial assistance is provided to the bereaved households in case of the death of the primary breadwinner irrespective of the cause of death. Detailed descriptio""]","{""gold_ids_resolve"": true, ""source_document_ids_resolve"": true, ""answer_exactly_supported"": true, ""two_chunks_for_cross_scheme"": true, ""question_intent_unique"": true, ""category_contract_passes"": true}",False,pending,,,,,,,,,,,,,,,,
q_0069,entity_relation,How are Aam Aadmi Bima Yojana and Central Sector Scheme for Rehabilitation of Bonded Labourer related through ministry of labour and employment?,"The Aam Aadmi Bima Yojana (AABY) is a social security scheme for rural landless households implemented by the Ministry of Labour & Employment, Government of India. The scheme provides insurance coverage to the head of the household or an earning member of the family in the age group of 18 to 59. Additionally, bonded labourers, including financial support for marriage. Offering special care for disabled individuals, in line with the national policy for disabled people. Providing employable skill development training for adult bonded labourers who do not fall into the above categories.","[""chunk_5a400edf"", ""chunk_bd8cf3a1""]","[""doc_650d00b770df"", ""doc_fe8f51135aa5""]","[""Aam Aadmi Bima Yojana"", ""Central Sector Scheme for Rehabilitation of Bonded Labourer""]",ministry of labour and employment,"[""Scheme: Aam Aadmi Bima Yojana Ministry: Ministry Of Labour and Employment Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview The Aam Aadmi Bima Yojana (AABY) is a social security scheme for rural landless households implemented by the Ministry of Labour & Employment, Government of India. The scheme provides insurance coverage to the head of the household or an earning member of the family in the age group of 18 to 59. Detailed description The Aam Aadmi Bi"", ""bonded labourers, including financial support for marriage. Offering special care for disabled individuals, in line with the national policy for disabled people. Providing employable skill development training for adult bonded labourers who do not fall into the above categories. Eligibility The beneficiary should be a rescued bonded labour. Application process Online Step 1: Submission of Proposal The District Magistrate/Administration forwards the proposal for financial support to the relevant ""]","{""gold_ids_resolve"": true, ""source_document_ids_resolve"": true, ""answer_exactly_supported"": true, ""two_chunks_for_cross_scheme"": true, ""question_intent_unique"": true, ""category_contract_passes"": true}",False,pending,,,,,,,,,,,,,,,,
q_0070,entity_relation,How are Food Safety & Standards Authority Of India (FSSAI) Internship Scheme and Pradhan Mantri Surakshit Matritva Abhiyan related through ministry of health family welfare?,"The Internship Program by the FSSAI provides interns with unique learning opportunities in various areas of food regulation of food safety administration. FSSAI is a statutory body established under the Food Safety & Standards Act, 2006 under the aegis of the Ministry of Health & Family Welfare. Additionally, instructions and priority attention for continued care. Question: What is the minimum documentation required for me to register and receive antenatal care services at the designated health facility? Answer: You need Mother and Child Protection Card (if available), Aadhaar Card or any government issued identity proof, and previous medical records, with minimal documentation to ensure universal access. Question: When was this national maternal health program launched and which government ministry is responsible for its implementation across the country? Answer: The scheme was launched on 9th Jun","[""chunk_07b48a99"", ""chunk_3372c49c""]","[""doc_c8ea174b8b6c"", ""doc_1badc1f2eac9""]","[""Food Safety & Standards Authority Of India (FSSAI) Internship Scheme"", ""Pradhan Mantri Surakshit Matritva Abhiyan""]",ministry of health family welfare,"[""Scheme: Food Safety & Standards Authority Of India (FSSAI) Internship Scheme Ministry: Ministry Of Health & Family Welfare Department: Department of Health and Family Welfare Implementing agency: Food Safety & Standards Authority Of India (FSSAI) Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview The Internship Program by the FSSAI provides interns with unique learning opportunities in various areas of food regulation of food safety administration. FSSAI "", ""instructions and priority attention for continued care. Question: What is the minimum documentation required for me to register and receive antenatal care services at the designated health facility? Answer: You need Mother and Child Protection Card (if available), Aadhaar Card or any government issued identity proof, and previous medical records, with minimal documentation to ensure universal access. Question: When was this national maternal health program launched and which government ministry ""]","{""gold_ids_resolve"": true, ""source_document_ids_resolve"": true, ""answer_exactly_supported"": true, ""two_chunks_for_cross_scheme"": true, ""question_intent_unique"": true, ""category_contract_passes"": true}",True,pending,,,,,,,,,,,,,,,,
q_0071,entity_relation,How are Janani Suraksha Yojana (JSY) and Welfare Measures for Transgender Persons related through government hospitals?,"Free Diet: Hot cooked meals in Government Hospitals and Tertiary Care Centers; two dry packs of biscuits and a milk packet in Primary Health Centres/Community Health Centres. Additionally, The members also exposed that their primary need is house and requested to provide house and employment opportunity in Government Hospitals and AmmaUnavuThittam.","[""chunk_493ccc69"", ""chunk_157fb1c3""]","[""doc_b20e0ce2bc2b"", ""doc_88a32bf0acd5""]","[""Janani Suraksha Yojana (JSY)"", ""Welfare Measures for Transgender Persons""]",government hospitals,"[""Benefit For Rural Areas: ₹600/- per case, including ₹300/- for antenatal care and ₹300/- for institutional delivery. Total Benefit For Urban Areas: ₹400/- per case, including ₹200/- for antenatal care and ₹200/- for institutional delivery. The first payment, covering transactional costs, should be made at the health center upon arrival with the expectant mother. The second payment, the cash incentive, should be paid after the ASHA has completed her postnatal visit and the child has been immunize"", ""assault complaints are received from Transgenders by the Police, since they are vulnerable to sexual assaults. Since there is no provision in Indian Penal Code, if such cases are reported, what action are the Police taking? He suggested that this aspect has to be looked into. Finally, the meeting concluded with the proposing a vote of thanks. Director of Social Welfare. Visit of Additional Secretary to Government of India, Ministry of Social Justice and Empowerment, New Delhi to Transgender Self""]","{""gold_ids_resolve"": true, ""source_document_ids_resolve"": true, ""answer_exactly_supported"": true, ""two_chunks_for_cross_scheme"": true, ""question_intent_unique"": true, ""category_contract_passes"": true}",False,pending,,,,,,,,,,,,,,,,
q_0072,entity_relation,"How are AICTE – Mitacs Globalink Research Internship (GRI) Scheme and AICTE - YOUTH UNDERTAKING VISIT FOR ACQUIRING KNOWLEDGE (YUVAK): STUDY TOUR OF ATAL TUNNEL, HIMACHAL PRADESH related through ministry of education?","The scheme aims to promote collaborative research between India and Canada. Through this scheme, fully funded international research internships are provided to eligible Indian undergraduate students. Additionally, The scheme is intended for providing Financial Grant for conducting a Study Tour of ATAL TUNNEL by Students / faculty of AICTE approved Institutions in the field of technical education.","[""chunk_b0152e51"", ""chunk_6c1cddf0""]","[""doc_8673adc5eaac"", ""doc_f3024734e050""]","[""AICTE – Mitacs Globalink Research Internship (GRI) Scheme"", ""AICTE - YOUTH UNDERTAKING VISIT FOR ACQUIRING KNOWLEDGE (YUVAK): STUDY TOUR OF ATAL TUNNEL, HIMACHAL PRADESH""]",ministry of education,"[""Scheme: AICTE – Mitacs Globalink Research Internship (GRI) Scheme Ministry: Ministry of Education Department: Department Of Higher Education Implementing agency: AICTE And Mitacs Level: Central Scheme type: Centrally Sponsored Scheme Target beneficiaries: Individual Overview The scheme aims to promote collaborative research between India and Canada. Through this scheme, fully funded international research internships are provided to eligible Indian undergraduate students. Detailed description Th"", ""Scheme: AICTE - YOUTH UNDERTAKING VISIT FOR ACQUIRING KNOWLEDGE (YUVAK): STUDY TOUR OF ATAL TUNNEL, HIMACHAL PRADESH Ministry: Ministry of Education Department: Department Of Higher Education Level: Central Scheme type: Central Sector Scheme Target beneficiaries: University / Institution Overview The scheme is intended for providing Financial Grant for conducting a Study Tour of ATAL TUNNEL by Students / faculty of AICTE approved Institutions in the field of technical education. Detailed descrip""]","{""gold_ids_resolve"": true, ""source_document_ids_resolve"": true, ""answer_exactly_supported"": true, ""two_chunks_for_cross_scheme"": true, ""question_intent_unique"": true, ""category_contract_passes"": true}",False,pending,,,,,,,,,,,,,,,,
q_0073,entity_relation,How are Aam Aadmi Bima Yojana and Internship Scheme Of Employees’ Provident Fund Organisation (EPFO) related through ministry of labour and employment level: central scheme?,"The Aam Aadmi Bima Yojana (AABY) is a social security scheme for rural landless households implemented by the Ministry of Labour & Employment, Government of India. The scheme provides insurance coverage to the head of the household or an earning member of the family in the age group of 18 to 59. Additionally, The Internship Scheme of Employees’ Provident Fund Organization invites applications for Internships from students for engagement as “Interns” with EPFO. The “Interns” shall have an opportunity to know about the EPFO’s functioning and Departmental Policy issues in EPFO and Government of India.","[""chunk_5a400edf"", ""chunk_7d6da280""]","[""doc_650d00b770df"", ""doc_f24055712fe7""]","[""Aam Aadmi Bima Yojana"", ""Internship Scheme Of Employees’ Provident Fund Organisation (EPFO)""]",ministry of labour and employment level: central scheme,"[""Scheme: Aam Aadmi Bima Yojana Ministry: Ministry Of Labour and Employment Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview The Aam Aadmi Bima Yojana (AABY) is a social security scheme for rural landless households implemented by the Ministry of Labour & Employment, Government of India. The scheme provides insurance coverage to the head of the household or an earning member of the family in the age group of 18 to 59. Detailed description The Aam Aadmi Bi"", ""Scheme: Internship Scheme Of Employees’ Provident Fund Organisation (EPFO) Ministry: Ministry Of Labour and Employment Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview The Internship Scheme of Employees’ Provident Fund Organization invites applications for Internships from students for engagement as “Interns” with EPFO. The “Interns” shall have an opportunity to know about the EPFO’s functioning and Departmental Policy issues in EPFO and Government of I""]","{""gold_ids_resolve"": true, ""source_document_ids_resolve"": true, ""answer_exactly_supported"": true, ""two_chunks_for_cross_scheme"": true, ""question_intent_unique"": true, ""category_contract_passes"": true}",False,pending,,,,,,,,,,,,,,,,
q_0074,entity_relation,How are Credit Linked Subsidy Scheme for Middle Income Group and Micro Finance Scheme of NMDFC related through backward classes?,"Note: Preference from MIG segments, may be given to women (with overriding preference to widows, and single working women), persons belonging to Scheduled Castes/Scheduled Tribes/Other Backward Classes, persons with disabilities, and Transgender. Additionally, The remaining up to 25% may belong to weaker sections, including Scheduled Castes, Scheduled Tribes, Other Backward Classes, or Persons with Disabilities.","[""chunk_b052ea4b"", ""chunk_80d73df5""]","[""doc_bb33ef064069"", ""doc_ba4f00960a99""]","[""Credit Linked Subsidy Scheme for Middle Income Group"", ""Micro Finance Scheme of NMDFC""]",backward classes,"[""constructing houses. Middle Income Group-II (MIG-II) - annual household income exceeding ₹12 lakhs and up to ₹18 lakhs seeking housing loans from Banks, Housing Finance Companies (HFCs), and other such institutions for acquiring/ constructing houses. Note: Preference from MIG segments, may be given to women (with overriding preference to widows, and single working women), persons belonging to Scheduled Castes/Scheduled Tribes/Other Backward Classes, persons with disabilities, and Transgender. Ap"", ""Scheme: Micro Finance Scheme of NMDFC Ministry: Ministry Of Minority Affairs Level: Central Scheme type: Centrally Sponsored Scheme Target beneficiaries: Self Help Groups (SHGS) Overview Under the scheme, an amount of Rs. 1 lakh under credit Line-1 & upto Rs. 1.5 lakh under Credit Line-2 is extended to each member of SHG (belong to Minority communities) at interest rate of 7% & 10% respectively. Concession of 2% is extended to women beneficiaries under Credit Line-2. Detailed description Under t""]","{""gold_ids_resolve"": true, ""source_document_ids_resolve"": true, ""answer_exactly_supported"": true, ""two_chunks_for_cross_scheme"": true, ""question_intent_unique"": true, ""category_contract_passes"": true}",False,pending,,,,,,,,,,,,,,,,
q_0075,entity_relation,How are Mahatma Gandhi National Rural Employment Guarantee Act and National Food Security Mission NFSM related through gram panchayat?,"Application process Offline Step 1: The application for registration may be given on plain paper to the local Gram Panchayat. Additionally, Gram Panchayat should be involved in selection of beneficiary farmers.","[""chunk_60a58ee0"", ""chunk_1fd470c4""]","[""doc_61963411b818"", ""doc_ed7ea6c7a4f4""]","[""Mahatma Gandhi National Rural Employment Guarantee Act"", ""National Food Security Mission NFSM""]",gram panchayat,"[""as they return to their original place of residence. Exclusions NA Eligibility The applicant must be at least 18 years of age. The applicant must be residing in a Rural Area. Application process Offline Step 1: The application for registration may be given on plain paper to the local Gram Panchayat. An individual may appear personally before the Panchayat Secretary or Gram Rozgar Sahayak and make an oral request for registration, in which case the particulars required will be noted by the Gram R"", ""ha area under rice have been selected. 3) Districts with at least 15000 ha area under rice or wheat in hill states of Himachal Pradesh, Jammu & Kashmir and Uttarakhand have been selected. 4) All districts of 29 states have been included under NFSM pulses. 5) In case of coarse cereals (Maize and Barley), the districts covering 70% of the total coarse cereals area of the state have been selected. 6) All States growing Jowar, Bajra, Ragi and Small Millets will be covered under the programme of NFSM""]","{""gold_ids_resolve"": true, ""source_document_ids_resolve"": true, ""answer_exactly_supported"": true, ""two_chunks_for_cross_scheme"": true, ""question_intent_unique"": true, ""category_contract_passes"": true}",True,pending,,,,,,,,,,,,,,,,
q_0076,entity_relation,How are Pradhan Mantri Jan Dhan Yojana and Pradhan Mantri Jeevan Jyoti Bima Yojana related through department of financial service implementing?,"A National Mission for Financial Inclusion (NMFI), namely, Pradhan Mantri Jan Dhan Yojana (PMJDY) was launched by the Prime Minister across the country on 28th August, 2014. It envisages to provide universal banking services for every unbanked adult in the country. Additionally, Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY) is an insurance scheme offering life insurance cover for death due to any reason. It is a one-year cover, renewable from year to year. The scheme is offered by banks/post offices and administered through life insurance companies.","[""chunk_f65b5ba7"", ""chunk_2a4d53ce""]","[""doc_3160f4e34490"", ""doc_2bb40abb4ee8""]","[""Pradhan Mantri Jan Dhan Yojana"", ""Pradhan Mantri Jeevan Jyoti Bima Yojana""]",department of financial service implementing,"[""Scheme: Pradhan Mantri Jan Dhan Yojana Ministry: Ministry Of Finance Department: Department of Financial Service Implementing agency: Banks Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview A National Mission for Financial Inclusion (NMFI), namely, Pradhan Mantri Jan Dhan Yojana (PMJDY) was launched by the Prime Minister across the country on 28th August, 2014. It envisages to provide universal banking services for every unbanked adult in the country. De"", ""Scheme: Pradhan Mantri Jeevan Jyoti Bima Yojana Ministry: Ministry Of Finance Department: Department of Financial Service Implementing agency: Banks Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY) is an insurance scheme offering life insurance cover for death due to any reason. It is a one-year cover, renewable from year to year. The scheme is offered by banks/post offices and administered through life i""]","{""gold_ids_resolve"": true, ""source_document_ids_resolve"": true, ""answer_exactly_supported"": true, ""two_chunks_for_cross_scheme"": true, ""question_intent_unique"": true, ""category_contract_passes"": true}",False,pending,,,,,,,,,,,,,,,,
q_0077,entity_relation,How are Indira Gandhi National Disability Pension Scheme and Indira Gandhi National Widow Pension Scheme related through gram panchayat / municipality?,"to by Gram Sabha / Ward Sabhas, Gram Panchayats / Municipalities the Verification Officer directly submits his recommendations to the Sanctioning Authority under intimation to the Gram Panchayat / Municipality. Additionally, If the time limits are not adhered to by Gram Sabha / Ward Sabhas, Gram Panchayats / Municipalities the Verification Officer directly submits his recommendations to the Sanctioning Authority under intimation to the Gram Panchayat / Municipality.","[""chunk_7a28695d"", ""chunk_eabef128""]","[""doc_e2868118e0af"", ""doc_36f1bfbe2807""]","[""Indira Gandhi National Disability Pension Scheme"", ""Indira Gandhi National Widow Pension Scheme""]",gram panchayat / municipality,"[""to by Gram Sabha / Ward Sabhas, Gram Panchayats / Municipalities the Verification Officer directly submits his recommendations to the Sanctioning Authority under intimation to the Gram Panchayat / Municipality. After receipt of applications which are verified and recommended by the Gram Sabha / Ward Committee / Area Sabha, the Sanctioning Authority convey approval to the applicant in the form of a Sanction Order with a copy to Gram Panchayat / Municipality concerned. The Sanctioning Authority is"", ""Scheme: Indira Gandhi National Widow Pension Scheme Ministry: Ministry Of Rural Development Department: Department of Rural Development Implementing agency: State/UT Government Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview A non-contributory pension scheme to provide social security to widows of poor family (BPL) of the society. Detailed description Indira Gandhi National Widow Pension Scheme (IGNWPS) is implemented by Ministry of Rural Development, ""]","{""gold_ids_resolve"": true, ""source_document_ids_resolve"": true, ""answer_exactly_supported"": true, ""two_chunks_for_cross_scheme"": true, ""question_intent_unique"": true, ""category_contract_passes"": true}",False,pending,,,,,,,,,,,,,,,,
q_0078,entity_relation,How are CIFE - Institutional Fellowship and SMILE related through the university/institute?,"Program in the University/Institute other than that from where he/she has obtained the Bachelor's Degree. Additionally, The University/Institute will not charge any fee for verification.","[""chunk_136cd204"", ""chunk_7291461b""]","[""doc_4bf3b52f7896"", ""doc_6a40899766bf""]","[""CIFE - Institutional Fellowship"", ""SMILE""]",the university/institute,"[""Scheme: CIFE - Institutional Fellowship Ministry: Ministry Of Agriculture and Farmers Welfare Implementing agency: Indian Council Of Agricultural Research (ICAR) Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview From the year 2010 onwards, the division is offering Masters and PhD in two disciplines namely Fish Nutrition and Feed Technology and Fish physiology and Biochemistry with an objective of moulding professionals with fundamental and advanced knowl"", ""secures admission after the 20th day of a month, the amount will be paid from the month following the month of admission. 9 | P a g e (c)In case of renewal of scholarship, it will be paid from the month following the month up to which scholarship was paid in the previous year. (d)Students shall be encouraged to have Aadhar linked bank account to facilitate payments through Aadhar Payment Bridge while applying for the scholarship which should have the same name as stipulated in the transgender ce""]","{""gold_ids_resolve"": true, ""source_document_ids_resolve"": true, ""answer_exactly_supported"": true, ""two_chunks_for_cross_scheme"": true, ""question_intent_unique"": true, ""category_contract_passes"": true}",False,pending,,,,,,,,,,,,,,,,
